conversation_id,message_id,org_name,org_type,user_name,query,answer,message_tokens,answer_tokens,provider_response_latency,from_source,from_end_user_id,status,created_at,prompt_tokens,completion_tokens,total_tokens,total_price,currency,latency,time_to_first_token,time_to_generate
2af97a67-90b1-4a9f-bce4-7da937c1b2f1,399ed3c9-2030-4f9a-a233-5a38026f2d04,achtest,Dev,acha,Yes you can processed with creating location,"Great! Let's proceed with creating the ""State"" location type configuration for you. Here's what will be set up:

- **Name**: State
- **Level**: 3.0
- **Parent**: None

I'll generate the configuration for you:

```json
{
  ""response"": ""The 'State' location type has been created with Level 3.0 and no parent."",
  ""config"": {
    ""create"": {
      ""addressLevelTypes"": [
        {
          ""name"": ""State"",
          ""level"": 3.0,
          ""parentId"": null,
          ""voided"": false
        }
      ]
    },
    ""update"": {
      ""users"": [
        {
          ""name"": ""acha""
        }
      ]
    }
  },
  ""next_step"": ""Let's create locations now to populate your location hierarchy.""
}
```

This configuration will set up the ""State"" location type for you. Would you like to proceed with creating locations next?",10907,259,11.116248111706227,api,06f680ac-2d37-45aa-b5c7-8813f8ff0236,normal,1769688049,10907,259,11166,0.0389017,USD,4.9,10.92,0.024
2af97a67-90b1-4a9f-bce4-7da937c1b2f1,0bf5ef39-eb14-456d-9e74-ce1d01f4e18b,achtest,Dev,acha,Yes you can processed with creating location,"Great! Let's move on to creating the actual locations within your ""State"" location type. 

Could you please provide the names of the states you would like to create? For example, Karnataka, Maharashtra, etc.",11356,95,13.463381851091981,api,06f680ac-2d37-45aa-b5c7-8813f8ff0236,normal,1769743761,11356,95,11451,0.0375858,USD,7.561,13.325,0.004
2af97a67-90b1-4a9f-bce4-7da937c1b2f1,68e47be2-0055-4885-a2bf-87f25c3df5d3,achtest,Dev,acha,Maharashtra,"Thank you for providing the state name. Let's proceed with creating the location for ""Maharashtra"" under the ""State"" location type.

Here's what we will set up:

- **Location Name**: Maharashtra
- **Level**: 3 (matching the ""State"" level)
- **Type**: State
- **Parent**: None (since it's a top-level location)

I'll generate the configuration for you:

```json
{
  ""response"": ""The location 'Maharashtra' has been created under the 'State' location type."",
  ""config"": {
    ""create"": {
      ""locations"": [
        {
          ""name"": ""Maharashtra"",
          ""level"": 3,
          ""type"": ""State"",
          ""parents"": []
        }
      ]
    },
    ""update"": {
      ""users"": [
        {
          ""name"": ""acha""
        }
      ]
    }
  },
  ""next_step"": ""Now let's define catchments if needed, or proceed to create subject types.""
}
```

This configuration will set up the ""Maharashtra"" location for you. Would you like to proceed with defining catchments, or move on to creating subject types?",13326,299,14.96948764193803,api,06f680ac-2d37-45aa-b5c7-8813f8ff0236,normal,1769743970,13326,299,13625,0.0412079,USD,9.113,14.801,0.023
2af97a67-90b1-4a9f-bce4-7da937c1b2f1,69b5725b-4dad-41b4-a99a-c1c93f98fe38,achtest,Dev,acha,Yes you can processed ,"It seems like you're ready to proceed with the next steps. Since we've created the ""Maharashtra"" location, let's decide on the next part of your configuration.

Would you like to set up catchments, which are groups of locations for field workers, or would you prefer to move on to defining the people or things you want to track over time (subject types)? Please let me know your preference.",11757,137,10.75566625688225,api,06f680ac-2d37-45aa-b5c7-8813f8ff0236,normal,1769744034,11757,137,11894,0.0397412,USD,5.111000000000001,10.591,0.007
2af97a67-90b1-4a9f-bce4-7da937c1b2f1,10ed37f0-1dda-4e53-8f64-a565af25644f,achtest,Dev,acha,how to publish form,"To publish a form in Avni, follow these steps:

1. **Navigate to the Form Designer**: Go to the section where you can design or edit forms within the Avni system.

2. **Select the Form**: Choose the form you want to publish from the list of available forms.

3. **Review the Form**: Ensure that all the fields and configurations are correctly set up. Make any necessary adjustments before publishing.

4. **Publish the Form**: Look for a ""Publish"" button or option within the form designer interface. Click on it to publish the form.

5. **Sync the Changes**: Once the form is published, ensure that field users sync their devices to receive the latest version of the form.

By following these steps, the form will be available to field users after they sync their devices. If you need further assistance, feel free to ask!",6718,234,9.621564145199955,api,06f680ac-2d37-45aa-b5c7-8813f8ff0236,normal,1769959024,6718,234,6952,0.0143424,USD,4.984,6.166,3.336
3c25dcf8-12d3-4ea6-899d-f4f54cd666dc,e1ad44a7-b39b-4735-a606-db8a578e9c21,,,,What are visit scheduling capabilities in avni?,"Avni supports scheduling visits in advance using the visit schedule rule. You can configure the rule logic to set up seasonal or recurring visits, such as annual surveys, quarterly check-ins, or any other periodic follow-up. Avni evaluates how to create a visit based on the visit schedules returned. If there's already a scheduled visit for a given encounter type, it updates it with the incoming scheduled visit's details. This system also allows for modeling workflows where visits reduce over time, such as scheduling more frequent visits for babies and less frequent ones for older children.",3441,163,7.358968480955809,api,c0b14b8d-8392-4fcb-8726-676e90124533,normal,1769503316,3441,163,3604,0.0049964,USD,2.993,4.596,2.541
3c25dcf8-12d3-4ea6-899d-f4f54cd666dc,b461b092-0ffd-4bcc-93a6-4bc1245e1649,,,,"No, i meant what businesss capabilities around case management does it support?","Avni offers several advanced business capabilities around case management, including:

1. **Advanced Case Management Features**: Avni provides robust tools for managing cases, allowing users to track and manage individual cases effectively.

2. **Customizable Decision Support Algorithms**: Users can tailor decision support algorithms to fit specific program needs, enhancing decision-making processes.

3. **Multi-language Support**: Avni supports multiple languages, making it accessible to a diverse user base.

4. **Offline Capabilities**: Users can access and manage cases even without an internet connection, ensuring continuity in data collection and management.

5. **Full Control Over Data**: Users have complete control over their data, which is crucial for privacy and security.

6. **High Level of Security/Privacy**: Avni ensures that data is secure and private, meeting high standards of data protection.

7. **Open-source Flexibility**: Being fully open-source, Avni is more flexible and cost-effective compared to many proprietary competitors.

These capabilities make Avni a powerful tool for managing cases efficiently and effectively.",3786,270,8.084929042030126,api,c0b14b8d-8392-4fcb-8726-676e90124533,normal,1769503369,3786,270,4056,0.0074489,USD,5.016,4.292,3.696
8f209216-b7e9-444b-b45a-1dd5390cdcbc,458f799e-9617-40ed-8936-b1f1bf36974a,JSSCP,Production,Nupoor khandelwal,hi,,2487,68,8.406696411781013,api,ee0b185c-7c33-45a5-8b3b-5e0580b5dfc3,normal,1769169701,2487,68,2555,0.0004139,USD,3.882,2.548,1.334
69165cff-e4e3-49f3-bbce-69bc033e545a,5578794c-2271-409c-8346-b92957c5d0a3,,,Achala,hi,Hello Achala! How can I assist you today with the Avni system?,2694,88,7.286168415099382,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1768980368,2694,88,2782,0.0016913,USD,2.856,7.174,0.002
69165cff-e4e3-49f3-bbce-69bc033e545a,00a000b9-b7ca-4036-97d8-dbae8fe8cca4,,,Achala,is admin user having access of data enrty app,"Yes, an admin user can access the Data Entry App. They can view and enter data directly through the app. However, their ability to create or update entities will be subject to the sync settings configured for their access.",3435,95,13.477896922267973,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1768980435,3435,95,3530,0.0039946,USD,4.82,12.693,0.683
69165cff-e4e3-49f3-bbce-69bc033e545a,5c29b83e-6421-4c49-9329-774275b5886b,,,Achala,create location,"To create a location, we first need to define the hierarchy of geographic areas, known as Address Level Types. These define the structure of your locations, such as State, District, Block, and Village.

Could you please tell me the hierarchy levels you want to use for your locations? For example, do you want to organize them by State, District, and Village?",8967,122,7.682415343821049,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1769683961,8967,122,9089,0.0320689,USD,3.7190000000000003,7.496,0.007
69165cff-e4e3-49f3-bbce-69bc033e545a,ee540ab9-9c7f-4884-a39b-bfa9816d8679,,,Achala,carete state,"To create a state, we first need to define the Address Level Type for it. Typically, a state would be at a higher level in the hierarchy.

Could you confirm if you want ""State"" to be the top level in your location hierarchy? If there are other levels, such as District or Village, please let me know their order as well.",8868,128,11.80161813274026,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1769685031,8868,128,8996,0.0324267,USD,5.981,11.684,0.006
69165cff-e4e3-49f3-bbce-69bc033e545a,d6c9d1b2-88ea-48bb-8a6f-ff4fe62cb3a9,,,Achala,how to enable calling,"To enable calling in Avni, you need to configure the contact number in your implementation. Here's how you can do it:

1. **Configure Contact Number**: Ensure that a contact number is configured through concept attributes in your implementation. This will allow the ""Call"" button to appear on the subject's dashboard.

2. **Enable Call Masking (Optional)**: If you want to use the call masking feature, you need to:
   - Purchase an Exophone.
   - Configure this Exophone in Avni by adding a row to the `external_api` table.
   - Enable the call masking feature through user settings.

3. **User Settings**: There is a toggle in user settings to turn the call masking feature on or off. Make sure this is set according to your preference.

Once these steps are completed, users will be able to make calls directly or through the Exotel Masked Call feature, depending on the configuration.",3886,241,11.892985201906413,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1769762893,3886,241,4127,0.0073096,USD,6.698,8.284,3.467
69165cff-e4e3-49f3-bbce-69bc033e545a,59083349-090a-43dd-97b3-35fafc28411a,,,Achala,ion,This assistant can help you with any questions related to Avni. This does not seem relevant to Avni.,2967,83,7.403865986969322,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1770141535,2967,83,3050,0.0004949,USD,2.97,7.227,0.0
69165cff-e4e3-49f3-bbce-69bc033e545a,621938b2-71d7-420f-9d20-9c9f0f74a545,,,Achala,location,"To manage locations in Avni, you need to follow these steps:

1. **Define Location Types**: Before adding locations, define the hierarchy of location types (e.g., State, District, Village) through the [Location Types menu](#/admin/addressLevelType).

2. **Add Locations**: Once the location types are defined, you can add locations manually or in bulk:
   - **Manually**: Add each location through the user interface by navigating to the appropriate section.
   - **Bulk Upload**: Use the [upload screen](#/admin/upload) to upload multiple locations at once. This method automatically creates location types if they don't already exist.

3. **Associate Locations with Subjects**: Ensure that all subjects are associated with the appropriate locations. The field app requires you to provide this location to the lowest level available in the system.

4. **Location Concepts**: Utilize location concepts to support hierarchical location selection and configure attributes like ""Within Catchment,"" ""Lowest Level(s),"" and ""Highest Level"" to control how locations are captured and selected.

If you need further assistance with any specific step, feel free to ask!",4436,310,12.414274617098272,api,b958d471-305f-4a6c-8e80-836ffa98cd3f,normal,1770141565,4436,310,4746,0.0093334,USD,9.408999999999999,5.898,6.386
1eced8bf-0db9-4ab9-9ba9-a9acede504cb,51ace73b-208d-4edf-b2dc-63512f266a58,,,admin1,goonj,This assistant can help you with any questions related to Avni. This does not seem relevant to Avni.,2717,50,8.385208937106654,api,64957f87-e7e7-439f-b2e4-c04368fc1a3f,normal,1765535009,2717,50,2767,0.0004376,USD,2.944,4.276,0.0
82691634-4ff1-4adf-ae30-1267b85b1e74,eb43ffa9-73ff-49d2-810e-e7225f168294,,,admin1,irudala,This assistant can help you with any questions related to Avni. This does not seem relevant to Avni.,2556,48,3.647137511987239,api,64957f87-e7e7-439f-b2e4-c04368fc1a3f,normal,1765534655,2556,48,2604,0.0004122,USD,1.436,3.52,0.0
076cb01c-5078-45dd-b7ec-3a01c4f2fa6d,35dcb46a-80a1-49bb-ba4d-06377168fa67,,,admin1,hwini,,0,0,0.0,api,64957f87-e7e7-439f-b2e4-c04368fc1a3f,normal,1765449569,,,,,,,,
49057aa7-e79c-4573-8125-502892aa4fed,8d9dca0d-d8e9-4d15-83e1-18ecc4a68837,maha16_5,Trial,maha,hi,"Hello maha, how can I assist you today with Avni?",2696,86,6.359015630994691,api,c3eaee2e-5b65-4c31-b2db-359a9be2d6d3,normal,1764305427,2696,86,2782,0.0016569,USD,3.7880000000000003,6.118,0.093
e33256ca-d557-45d8-8cf7-16bc83d18746,fffd6928-ecba-48be-b61a-ec9b88701a07,,,admin1,edh,,0,0,0.0,api,64957f87-e7e7-439f-b2e4-c04368fc1a3f,normal,1764226361,,,,,,,,
a269ea72-4a2b-4414-bd75-a97b7b38898f,f9d52dfe-520a-4cb0-9d96-734e03ecd610,maha16_2,Trial,maha,Create a new Encounter Type Service Followup..,"To create a new type of visit or interaction, let's first clarify a few details:

1. Is this ""Service Followup"" interaction part of a structured program, or is it a standalone interaction not tied to any program? 

This will help us determine whether it should be a ""Program Encounter"" or a ""General Encounter.""",9134,116,13.089758762012934,api,84ce8e63-1f31-49e3-b603-7755e9ae3858,normal,1764223797,9134,116,9250,0.0315823,USD,4.5489999999999995,12.422,0.643
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,4a2137b7-49bc-4785-8ccb-5c3978b3970c,maha16_5,Trial,maha,can you create the subject type test ind and individual ,"Maha, before we proceed with creating the subject types ""test ind"" and ""individual,"" could you please confirm if these are new entities you want to track over time? If they are, we can proceed with setting them up. If they already exist, we can focus on any additional configurations you might need. Let me know!",9128,118,7.406105925998418,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764217631,9128,118,9246,0.0316018,USD,4.337,7.001,0.383
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,a4792d00-4eae-4453-83fe-33cf8f3b8dcd,maha16_5,Trial,maha,new entities,"Great! Since ""test ind"" and ""individual"" are new entities you want to track, let's proceed with setting them up. 

Could you please specify if these entities are living entities (like people) or non-living entities (like equipment or resources)? This will help us determine the appropriate settings for each subject type.",9144,113,7.332380968990037,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764217696,9144,113,9257,0.0319507,USD,3.303,6.885,0.421
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,fb228aa5-29a0-44a9-b2a3-438972159fca,maha16_5,Trial,maha,like people ,"Thank you for clarifying, Maha. Since both ""test ind"" and ""individual"" are living entities, we'll set them up as subject types for people. 

Now, let's define some basic attributes for these subject types. Would you like to include any specific attributes such as middle name, last name, or profile picture for these entities? Let me know your preferences!",9207,124,6.86140585000976,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764217762,9207,124,9331,0.0324601,USD,3.503,6.33,0.509
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,99b4d444-c2f6-46fe-b8b6-9b531c145d02,maha16_5,Trial,maha,no specific attributes ,"Thank you for the information, Maha. Since there are no specific attributes you want to include, we'll proceed with the default settings for these subject types.

Here's a quick summary of what we'll set up for both ""test ind"" and ""individual"":
- They will be set up as living entities (people).
- No additional attributes like middle name, last name, or profile picture will be included.

Would you like me to automatically create this configuration for you, or would you prefer step-by-step navigation instructions to do it yourself in Avni?",9246,158,8.182132835994707,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764217820,9246,158,9404,0.0333931,USD,3.9000000000000004,7.207,0.954
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,1a66bc2b-bf5c-4922-8c9f-8eead6b06e53,maha16_5,Trial,maha,u can create it ,"Great, Maha! I'll proceed with creating the configuration for the subject types ""test ind"" and ""individual"" for you. Here's what will be set up:

- Two new subject types: ""test ind"" and ""individual""
- Both will be configured as living entities (people) with default settings

Let me generate the configuration for you:

```json
{
  ""config"": {
    ""create"": {
      ""subjectTypes"": [
        {
          ""name"": ""test ind"",
          ""uuid"": ""generate-v4-uuid"",
          ""type"": ""Person"",
          ""active"": true,
          ""voided"": false,
          ""group"": false,
          ""household"": false,
          ""allowEmptyLocation"": true,
          ""allowMiddleName"": false,
          ""lastNameOptional"": false,
          ""allowProfilePicture"": false,
          ""uniqueName"": false,
          ""directlyAssignable"": false,
          ""shouldSyncByLocation"": true,
          ""settings"": {
            ""displayRegistrationDetails"": true,
            ""displayPlannedEncounters"": true
          },
          ""groupRoles"": [],
          ""registrationFormUuid"": null
        },
        {
          ""name"": ""individual"",
          ""uuid"": ""generate-v4-uuid"",
          ""type"": ""Person"",
          ""active"": true,
          ""voided"": false,
          ""group"": false,
          ""household"": false,
          ""allowEmptyLocation"": true,
          ""allowMiddleName"": false,
          ""lastNameOptional"": false,
          ""allowProfilePicture"": false,
          ""uniqueName"": false,
          ""directlyAssignable"": false,
          ""shouldSyncByLocation"": true,
          ""settings"": {
            ""displayRegistrationDetails"": true,
            ""displayPlannedEncounters"": true
          },
          ""groupRoles"": [],
          ""registrationFormUuid"": null
        }
      ]
    },
    ""update"": {
      ""users"": [
        {
          ""name"": ""maha""
        }
      ]
    }
  }
}
```

This configuration will create the subject types ""test ind"" and ""individual"" with the specified settings. If you're happy with this setup, I'll proceed with the creation. Let me know!",9343,511,13.212195144995349,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764217841,9343,511,9854,0.0393039,USD,7.0009999999999994,9.048,4.143
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,1a3a02ac-0902-4292-aec4-4a745c272cad,maha16_5,Trial,maha,u can create it ,"It looks like you're ready for me to proceed with creating the configuration for the subject types ""test ind"" and ""individual."" I'll go ahead and finalize this setup for you.

Here's the configuration that will be implemented:

- Two new subject types: ""test ind"" and ""individual""
- Both configured as living entities (people) with default settings

```json
{
  ""config"": {
    ""create"": {
      ""subjectTypes"": [
        {
          ""name"": ""test ind"",
          ""uuid"": ""generate-v4-uuid"",
          ""type"": ""Person"",
          ""active"": true,
          ""voided"": false,
          ""group"": false,
          ""household"": false,
          ""allowEmptyLocation"": true,
          ""allowMiddleName"": false,
          ""lastNameOptional"": false,
          ""allowProfilePicture"": false,
          ""uniqueName"": false,
          ""directlyAssignable"": false,
          ""shouldSyncByLocation"": true,
          ""settings"": {
            ""displayRegistrationDetails"": true,
            ""displayPlannedEncounters"": true
          },
          ""groupRoles"": [],
          ""registrationFormUuid"": null
        },
        {
          ""name"": ""individual"",
          ""uuid"": ""generate-v4-uuid"",
          ""type"": ""Person"",
          ""active"": true,
          ""voided"": false,
          ""group"": false,
          ""household"": false,
          ""allowEmptyLocation"": true,
          ""allowMiddleName"": false,
          ""lastNameOptional"": false,
          ""allowProfilePicture"": false,
          ""uniqueName"": false,
          ""directlyAssignable"": false,
          ""shouldSyncByLocation"": true,
          ""settings"": {
            ""displayRegistrationDetails"": true,
            ""displayPlannedEncounters"": true
          },
          ""groupRoles"": [],
          ""registrationFormUuid"": null
        }
      ]
    },
    ""update"": {
      ""users"": [
        {
          ""name"": ""maha""
        }
      ]
    }
  }
}
```

This configuration will be created for you. If you have any further questions or need additional configurations, feel free to let me know!",10298,502,9.52650549999089,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764217914,10298,502,10800,0.0416015,USD,5.507,7.116,2.39
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,49b87af0-6e4c-447b-b5a7-f2786cc1e873,maha16_5,Trial,maha,can you apply the template ,"Maha, could you please clarify which template you are referring to? Are you looking to apply a specific configuration template to your current setup, or is there a particular aspect of the configuration you want to adjust using a template? Let me know so I can assist you better!",11376,104,6.999331081984565,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764218549,11376,104,11480,0.0380677,USD,3.4749999999999996,6.395,0.578
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,9b38c1d2-a6fa-4b0c-bad7-ccb123ee22a4,maha16_5,Trial,maha,specific configuration templates ,"Maha, it seems like you're interested in applying specific configuration templates to your setup. Could you please provide more details on what kind of template or configuration you're looking to apply? For example, are you looking to set up a specific program, encounter type, or another aspect of your configuration? Let me know so I can guide you accordingly!",11611,117,6.087099883006886,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764218612,11611,117,11728,0.0386229,USD,2.9459999999999997,5.432,0.629
2a0c9d3f-22b4-495f-bc04-a5fe1498232a,fe4e7920-d354-44fc-98dd-af8d0ec0106b,maha16_5,Trial,maha,i want to applu slit excavation program template ,"Maha, it sounds like you're interested in applying a ""slit excavation program"" template to your configuration. Let's start by understanding the key components of this program. 

Could you please provide some details about the slit excavation program? Specifically:
1. What are the main activities or interventions involved in this program?
2. Are there any specific types of visits or data collection activities that occur within this program?
3. Is there a particular group of people or entities that will be participating in this program?

These details will help us tailor the configuration to fit your needs.",11956,163,7.89524015202187,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764218669,11956,163,12119,0.0397673,USD,4.6419999999999995,7.31,0.565
6e504a07-1fcc-434e-a41b-02e939be6f28,b0fb6a8b-093e-430b-a714-d6e2a311c93c,APF Odisha UAT ,UAT,Dinesh,can you create the user ,"Dinesh, I can help you with creating configurations related to location types, locations, subject types, programs, and encounters. However, creating users is not part of the configuration capabilities I can assist with. 

If you need to create a user, you might want to check the user management section in your Avni platform or consult the Avni documentation for guidance on user creation. 

If you have any other configuration needs or questions, feel free to let me know!",9466,144,7.448713588993996,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764216451,9466,144,9610,0.0320907,USD,3.5309999999999997,6.791,0.634
6e504a07-1fcc-434e-a41b-02e939be6f28,7c102612-38d5-4753-93cb-ec4d7d28113e,APF Odisha UAT ,UAT,Dinesh,can you create the subject type individual and name is test ind,"Dinesh, before we proceed with creating the subject type ""Individual"" with the name ""Test Ind"", let's confirm a few details:

1. Is ""Test Ind"" a new type of person or thing you want to track over time?
2. Do you have any specific attributes or information you want to collect for ""Test Ind"" during registration?

Once we have this information, we can proceed with the configuration. Let me know your thoughts!",9363,141,5.938796798989642,api,eb8f6d48-a789-4e43-b36c-0a8c3dccf0c3,normal,1764216549,9363,141,9504,0.0325641,USD,3.535,5.372,0.546
